ts,solar,wind,cons,market,spot
2019-01-08 11:00:00+00:00,3336.0,41293.2715,72103.0,41.19598043716225,43.94
2019-01-08 12:00:00+00:00,2944.0,41449.902,71496.0,38.13386634761493,43.21
2019-01-08 13:00:00+00:00,2071.0,41983.8376,70431.0,39.56331114322361,43.81
2019-01-08 14:00:00+00:00,951.0,42715.8752,69792.0,42.47609668147376,45.6
2019-01-08 15:00:00+00:00,100.0,43380.6946,70247.0,37.97216541978402,35.21
2019-01-08 16:00:00+00:00,0.0,43881.5633,73094.0,42.38924630379125,45.64
2019-01-08 17:00:00+00:00,0.0,44214.2621,72609.0,41.65120402909445,45.63
2019-01-08 18:00:00+00:00,0.0,44042.1718,71061.0,39.09662014527258,37.94
2019-01-08 19:00:00+00:00,0.0,43821.0851,66964.0,38.76320397517774,39.53
2019-01-08 20:00:00+00:00,0.0,42611.9689,63548.0,30.16273387430234,35.97
2019-01-08 21:00:00+00:00,0.0,40905.3162,60920.0,25.757907839617072,29.72
2019-01-08 22:00:00+00:00,0.0,39695.998,56762.0,17.29577299643768,22.55
2019-01-08 23:00:00+00:00,0.0,37265.9598,52463.0,10.645655820089214,20.04
2019-01-09 00:00:00+00:00,0.0,35760.0237,50478.0,7.97232196028082,7.24
2019-01-09 01:00:00+00:00,0.0,34986.4845,49709.0,9.628047960555843,3.43
2019-01-09 02:00:00+00:00,0.0,34641.9529,50194.0,19.10188855615579,10.04
2019-01-09 03:00:00+00:00,0.0,34419.2719,51545.0,26.025443436590788,14.2
2019-01-09 04:00:00+00:00,0.0,34234.6276,54847.0,32.86530370572953,25.41
2019-01-09 05:00:00+00:00,0.0,34109.4419,62389.0,49.25609036997916,36.98
2019-01-09 06:00:00+00:00,0.0,33688.5479,68491.0,49.978181456215445,43.89
2019-01-09 07:00:00+00:00,189.0,33235.4971,70799.0,52.36097997089195,50.98
2019-01-09 08:00:00+00:00,1579.0,32344.6568,70812.0,52.14793491970053,50.3
2019-01-09 09:00:00+00:00,3016.0,31075.7053,71561.0,52.18066290467445,50.21
2019-01-09 10:00:00+00:00,3944.0,32115.8245,72187.0,50.61705161884599,45.8
2019-01-09 11:00:00+00:00,4188.0,33333.5452,71764.0,49.46343357185969,43.64
2019-01-09 12:00:00+00:00,3721.0,35475.6024,71408.0,49.78296308549543,43.49
2019-01-09 13:00:00+00:00,2652.0,34147.195,70669.0,49.88226555894559,45.05
2019-01-09 14:00:00+00:00,1253.0,33019.109,70308.0,50.84167725802822,49.95
2019-01-09 15:00:00+00:00,149.0,31913.2144,71536.0,55.9234054357749,53.82
2019-01-09 16:00:00+00:00,0.0,31625.2105,74272.0,58.67879278743758,55.94
2019-01-09 17:00:00+00:00,0.0,31409.5549,73633.0,58.065123115516734,54.19
2019-01-09 18:00:00+00:00,0.0,30965.0013,72014.0,54.096731601731335,54.19
2019-01-09 19:00:00+00:00,0.0,30275.0739,68384.0,54.06941504867724,52.98
2019-01-09 20:00:00+00:00,0.0,28805.4673,65252.0,52.31422898781624,51.68
2019-01-09 21:00:00+00:00,0.0,27044.2543,62489.0,51.77925393883209,48.95
2019-01-09 22:00:00+00:00,0.0,25132.0342,58690.0,50.868363758586696,47.63
2019-01-09 23:00:00+00:00,0.0,19342.9298,54341.0,50.8957335824114,46.48
2019-01-10 00:00:00+00:00,0.0,17583.1026,52463.0,51.76242113458805,49.08
2019-01-10 01:00:00+00:00,0.0,15955.4984,51830.0,50.21060175054698,47.11
2019-01-10 02:00:00+00:00,0.0,14429.9564,52292.0,51.20737953438002,48.8
2019-01-10 03:00:00+00:00,0.0,13047.8751,53743.0,51.49710802549587,48.5
2019-01-10 04:00:00+00:00,0.0,12101.2417,56736.0,53.4388535605996,49.8
2019-01-10 05:00:00+00:00,0.0,11295.7335,64171.0,64.4464147600171,56.97
2019-01-10 06:00:00+00:00,0.0,10617.4482,70321.0,75.63961891018499,72.6
2019-01-10 07:00:00+00:00,287.0,9573.6685,72681.0,87.41090639850044,81.17
2019-01-10 08:00:00+00:00,1889.0,8685.7962,72904.0,90.21719729546196,81.79
2019-01-10 09:00:00+00:00,3513.0,7916.8229,73308.0,87.55115646258463,81.15
2019-01-10 10:00:00+00:00,4548.0,7321.1636,73769.0,89.21740202156323,80.0
2019-01-10 11:00:00+00:00,4804.0,6796.7389,73714.0,88.51458186133416,76.39
2019-01-10 12:00:00+00:00,4255.0,6355.9164,73297.0,88.61701613224477,75.0
2019-01-10 13:00:00+00:00,3026.0,5907.1914,72281.0,90.03887679205135,76.06
2019-01-10 14:00:00+00:00,1427.0,5608.6619,72017.0,89.49935123567946,75.4
2019-01-10 15:00:00+00:00,165.0,5486.3502,72339.0,89.02215116643899,76.78
2019-01-10 16:00:00+00:00,0.0,5481.696,74649.0,98.5993602177744,83.45
2019-01-10 17:00:00+00:00,0.0,5682.6164,74243.0,98.31746522065826,85.15
2019-01-10 18:00:00+00:00,0.0,6090.3746,72800.0,92.16120359569906,78.16
2019-01-10 19:00:00+00:00,0.0,6392.3722,69095.0,72.31494935932307,71.92
2019-01-10 20:00:00+00:00,0.0,6874.5523,65652.0,66.28123438034102,67.43
2019-01-10 21:00:00+00:00,0.0,7503.2682,62861.0,62.00051863902059,60.49
2019-01-10 22:00:00+00:00,0.0,8055.0209,59433.0,52.57417803438879,54.45
2019-01-10 23:00:00+00:00,0.0,8245.9967,55610.0,49.2708279901845,47.84
2019-01-11 00:00:00+00:00,0.0,8880.4283,53826.0,49.45162209571736,46.58
2019-01-11 01:00:00+00:00,0.0,9597.7592,53042.0,48.76301226634032,45.74
2019-01-11 02:00:00+00:00,0.0,10441.3236,53352.0,45.83547006200374,43.81
2019-01-11 03:00:00+00:00,0.0,11431.6352,54552.0,46.7385922733803,46.24
2019-01-11 04:00:00+00:00,0.0,12775.1258,57275.0,46.246425674063545,46.46
2019-01-11 05:00:00+00:00,0.0,14335.7004,64146.0,53.26354934678578,51.29
2019-01-11 06:00:00+00:00,0.0,16043.4852,70241.0,56.559773337081225,60.53
2019-01-11 07:00:00+00:00,171.0,17009.8071,72821.0,61.90098759505321,60.02
2019-01-11 08:00:00+00:00,1163.0,18038.4983,73116.0,64.80360214154246,62.92
2019-01-11 09:00:00+00:00,2219.0,19046.9708,73822.0,62.19631539486824,61.58
2019-01-11 10:00:00+00:00,2900.0,19881.6902,74279.0,63.09291347987731,60.6
2019-01-11 11:00:00+00:00,3075.0,20714.6135,73710.0,59.29118744716382,51.89
2019-01-11 12:00:00+00:00,2723.0,21591.3209,72728.0,51.770176920518765,50.8
2019-01-11 13:00:00+00:00,1929.0,22408.0386,71314.0,48.44493082712314,45.46
2019-01-11 14:00:00+00:00,902.0,23364.8235,70267.0,46.35300201109149,42.2
2019-01-11 15:00:00+00:00,109.0,24423.832,70251.0,45.58023624511088,45.0
2019-01-11 16:00:00+00:00,0.0,24987.4887,72584.0,50.75981687126934,51.51
2019-01-11 17:00:00+00:00,0.0,25544.85,71773.0,49.952669989036366,48.59
2019-01-11 18:00:00+00:00,0.0,26049.7029,69865.0,48.05854596242825,49.2
2019-01-11 19:00:00+00:00,0.0,25935.3849,65402.0,48.49834525702174,44.99
2019-01-11 20:00:00+00:00,0.0,25725.7032,61940.0,47.04425364816879,44.93
2019-01-11 21:00:00+00:00,0.0,25418.814,59690.0,47.356285789566215,46.4
2019-01-11 22:00:00+00:00,0.0,24463.6843,55531.0,43.78619247507641,43.46
2019-01-11 23:00:00+00:00,0.0,22949.8395,52131.0,51.02231412175646,47.24
2019-01-12 00:00:00+00:00,0.0,22250.2839,49816.0,49.8253066570968,45.88
2019-01-12 01:00:00+00:00,0.0,21933.2724,48324.0,47.78905878266914,44.61
2019-01-12 02:00:00+00:00,0.0,21675.309,47735.0,47.8584531881991,42.9
2019-01-12 03:00:00+00:00,0.0,21467.4543,47655.0,47.71755431409083,42.03
2019-01-12 04:00:00+00:00,0.0,21311.0174,47390.0,44.348661682364,39.33
2019-01-12 05:00:00+00:00,0.0,21152.6345,47986.0,45.01327884907642,42.98
2019-01-12 06:00:00+00:00,0.0,20958.0386,50636.0,39.2830017255909,41.23
2019-01-12 07:00:00+00:00,123.0,22454.1709,54395.0,41.49964248756557,42.12
2019-01-12 08:00:00+00:00,835.0,23877.9335,57626.0,47.48566372610801,45.1
2019-01-12 09:00:00+00:00,1570.0,25173.9482,59848.0,47.02445466529119,44.27
2019-01-12 10:00:00+00:00,2040.0,26635.0918,61013.0,43.2991765643381,44.18
2019-01-12 11:00:00+00:00,2160.0,28038.0385,60694.0,42.67437413819524,42.05
2019-01-12 12:00:00+00:00,1919.0,29397.7516,59130.0,38.32237491821916,38.61
2019-01-12 13:00:00+00:00,1373.0,30081.7719,57386.0,33.47476117745079,37.76
2019-01-12 14:00:00+00:00,663.0,30738.8112,57169.0,28.51493354142289,33.03
2019-01-12 15:00:00+00:00,86.0,31391.5005,57833.0,26.926256718985183,35.84
2019-01-12 16:00:00+00:00,0.0,31900.9492,60956.0,37.22594309943926,44.24
2019-01-12 17:00:00+00:00,0.0,32349.6378,61353.0,38.64437400454317,46.29
2019-01-12 18:00:00+00:00,0.0,32667.9571,59740.0,36.000260944370424,40.05
2019-01-12 19:00:00+00:00,0.0,32453.9108,56348.0,33.1216105168452,38.15
2019-01-12 20:00:00+00:00,0.0,31974.1434,53500.0,27.887659086964067,30.26
2019-01-12 21:00:00+00:00,0.0,31239.9858,52993.0,34.785399576231214,40.2
2019-01-12 22:00:00+00:00,0.0,30741.3378,50137.0,25.092116716867583,30.89
2019-01-12 23:00:00+00:00,0.0,29676.688,47146.0,23.295099196208746,23.35
2019-01-13 00:00:00+00:00,0.0,29046.4331,44946.0,20.35874712025803,12.4
2019-01-13 01:00:00+00:00,0.0,28494.5347,43858.0,21.668684712161664,19.01
2019-01-13 02:00:00+00:00,0.0,27956.2079,43474.0,27.71985976437892,23.51
2019-01-13 03:00:00+00:00,0.0,27434.322,43396.0,27.593851281869448,23.25
2019-01-13 04:00:00+00:00,0.0,27328.2821,42826.0,28.511338836477982,20.01
2019-01-13 05:00:00+00:00,0.0,27097.4529,42449.0,27.310445943963668,20.8
2019-01-13 06:00:00+00:00,0.0,26767.4309,44385.0,27.87401911043473,22.14
2019-01-13 07:00:00+00:00,111.0,28249.0777,47609.0,17.661559903511147,23.68
2019-01-13 08:00:00+00:00,641.0,29231.9715,51394.0,11.144326975055993,25.05
2019-01-13 09:00:00+00:00,1177.0,29790.7197,54208.0,9.2021551525619,26.3
2019-01-13 10:00:00+00:00,1519.0,31348.4937,56958.0,14.19205446229127,30.81
